id,label,gender,age,mask,path,is_valid
54,4,1,1,0,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,0
55,4,1,1,0,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,0
56,4,1,1,0,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,0
57,16,1,1,2,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,0
58,10,1,1,1,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,0
59,4,1,1,0,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,0
60,4,1,1,0,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,0
61,4,1,1,0,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,0
62,4,1,1,0,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,0
63,1,0,1,0,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,0
64,13,0,1,2,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,0
65,7,0,1,1,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,0
66,1,0,1,0,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,0
67,1,0,1,0,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,0
68,1,0,1,0,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,0
69,1,0,1,0,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,0
70,4,1,1,0,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,0
71,16,1,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,0
72,10,1,1,1,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,0
73,4,1,1,0,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,0
74,4,1,1,0,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,0
75,4,1,1,0,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,0
76,4,1,1,0,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,0
77,1,0,1,0,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,1
78,13,0,1,2,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,1
79,7,0,1,1,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,1
80,1,0,1,0,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,-100
81,1,0,1,0,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,-100
82,1,0,1,0,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,-100
83,1,0,1,0,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,-100
84,4,1,1,0,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,0
85,16,1,1,2,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,0
86,10,1,1,1,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,0
87,4,1,1,0,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,0
88,4,1,1,0,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,0
89,4,1,1,0,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,0
90,4,1,1,0,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,0
91,4,1,1,0,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,0
92,16,1,1,2,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,0
93,10,1,1,1,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,0
94,4,1,1,0,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,0
95,4,1,1,0,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,0
96,4,1,1,0,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,0
97,4,1,1,0,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,0
98,4,1,1,0,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,0
99,16,1,1,2,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,0
100,10,1,1,1,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,0
101,4,1,1,0,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,0
102,4,1,1,0,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,0
103,4,1,1,0,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,0
104,4,1,1,0,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,0
105,4,1,1,0,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,0
106,10,1,1,1,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,0
107,16,1,1,2,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,0
108,4,1,1,0,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,0
109,4,1,1,0,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,0
110,4,1,1,0,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,0
111,4,1,1,0,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,0
112,4,1,1,0,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,0
113,16,1,1,2,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,0
114,10,1,1,1,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,0
115,4,1,1,0,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,0
116,4,1,1,0,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,0
117,4,1,1,0,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,0
118,4,1,1,0,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,0
119,4,1,1,0,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,0
120,16,1,1,2,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,0
121,10,1,1,1,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,0
122,4,1,1,0,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,0
123,4,1,1,0,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,0
124,4,1,1,0,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,0
125,4,1,1,0,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,0
126,4,1,1,0,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,0
127,16,1,1,2,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,0
128,10,1,1,1,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,0
129,4,1,1,0,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,0
130,4,1,1,0,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,0
131,4,1,1,0,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,0
132,4,1,1,0,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,0
133,4,1,1,0,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,0
134,16,1,1,2,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,0
135,10,1,1,1,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,0
136,4,1,1,0,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,0
137,4,1,1,0,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,0
138,4,1,1,0,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,0
139,4,1,1,0,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,0
140,4,1,1,0,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,0
141,16,1,1,2,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,0
142,10,1,1,1,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,0
143,4,1,1,0,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,0
144,4,1,1,0,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,0
145,4,1,1,0,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,0
146,4,1,1,0,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,0
147,4,1,1,0,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,0
148,16,1,1,2,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,0
149,10,1,1,1,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,0
150,4,1,1,0,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,0
151,4,1,1,0,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,0
152,4,1,1,0,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,0
153,4,1,1,0,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,0
154,4,1,1,0,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,0
155,16,1,1,2,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,0
156,10,1,1,1,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,0
157,4,1,1,0,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,0
158,4,1,1,0,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,0
159,4,1,1,0,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,0
160,4,1,1,0,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,0
161,4,1,1,0,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,-100
162,16,1,1,2,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,1
163,10,1,1,1,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,1
164,4,1,1,0,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,-100
165,4,1,1,0,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,1
166,4,1,1,0,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,-100
167,4,1,1,0,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,-100
168,4,1,1,0,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,0
169,16,1,1,2,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,0
170,10,1,1,1,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,0
171,4,1,1,0,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,0
172,4,1,1,0,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,0
173,4,1,1,0,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,0
174,4,1,1,0,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,0
175,4,1,1,0,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,0
176,16,1,1,2,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,0
177,10,1,1,1,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,0
178,4,1,1,0,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,0
179,4,1,1,0,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,0
180,4,1,1,0,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,0
181,4,1,1,0,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,0
182,1,0,1,0,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,0
183,13,0,1,2,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,0
184,7,0,1,1,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,0
185,1,0,1,0,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,0
186,1,0,1,0,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,0
187,1,0,1,0,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,0
188,1,0,1,0,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,0
189,4,1,1,0,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,0
190,16,1,1,2,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,0
191,10,1,1,1,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,0
192,4,1,1,0,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,0
193,4,1,1,0,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,0
194,4,1,1,0,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,0
195,4,1,1,0,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,0
196,4,1,1,0,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,0
197,16,1,1,2,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,0
198,10,1,1,1,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,0
199,4,1,1,0,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,0
200,4,1,1,0,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,0
201,4,1,1,0,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,0
202,4,1,1,0,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,0
203,4,1,1,0,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,0
204,16,1,1,2,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,0
205,10,1,1,1,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,0
206,4,1,1,0,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,0
207,4,1,1,0,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,0
208,4,1,1,0,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,0
209,4,1,1,0,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,0
210,4,1,1,0,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,0
211,16,1,1,2,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,0
212,10,1,1,1,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,0
213,4,1,1,0,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,0
214,4,1,1,0,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,0
215,4,1,1,0,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,0
216,4,1,1,0,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,0
217,4,1,1,0,/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,0
218,16,1,1,2,/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,0
219,10,1,1,1,/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,0
220,4,1,1,0,/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,0
221,4,1,1,0,/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,0
222,4,1,1,0,/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,0
223,4,1,1,0,/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,0
224,4,1,1,0,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,0
225,16,1,1,2,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,0
226,10,1,1,1,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,0
227,4,1,1,0,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,0
228,4,1,1,0,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,0
229,4,1,1,0,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,0
230,4,1,1,0,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,0
231,4,1,1,0,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,0
232,16,1,1,2,/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,0
233,10,1,1,1,/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,0
234,4,1,1,0,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,0
235,4,1,1,0,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,0
236,4,1,1,0,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,0
237,4,1,1,0,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,0
238,1,0,1,0,/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,0
239,13,0,1,2,/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,0
240,7,0,1,1,/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,0
241,1,0,1,0,/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,0
242,1,0,1,0,/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,0
243,1,0,1,0,/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,0
244,1,0,1,0,/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,0
245,4,1,1,0,/opt/ml/input/data/train/images/000044_female_Asian_58/mask4.jpg,0
246,16,1,1,2,/opt/ml/input/data/train/images/000044_female_Asian_58/normal.jpg,0
247,10,1,1,1,/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,0
248,4,1,1,0,/opt/ml/input/data/train/images/000044_female_Asian_58/mask3.jpg,0
249,4,1,1,0,/opt/ml/input/data/train/images/000044_female_Asian_58/mask1.jpg,0
250,4,1,1,0,/opt/ml/input/data/train/images/000044_female_Asian_58/mask2.jpg,0
251,4,1,1,0,/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,0
252,4,1,1,0,/opt/ml/input/data/train/images/000045_female_Asian_56/mask4.jpg,0
253,16,1,1,2,/opt/ml/input/data/train/images/000045_female_Asian_56/normal.jpg,0
254,10,1,1,1,/opt/ml/input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,0
255,4,1,1,0,/opt/ml/input/data/train/images/000045_female_Asian_56/mask3.jpg,0
256,4,1,1,0,/opt/ml/input/data/train/images/000045_female_Asian_56/mask1.jpg,0
257,4,1,1,0,/opt/ml/input/data/train/images/000045_female_Asian_56/mask2.jpg,0
258,4,1,1,0,/opt/ml/input/data/train/images/000045_female_Asian_56/mask5.jpg,0
259,1,0,1,0,/opt/ml/input/data/train/images/000046_male_Asian_55/mask4.jpg,0
260,13,0,1,2,/opt/ml/input/data/train/images/000046_male_Asian_55/normal.jpg,0
261,7,0,1,1,/opt/ml/input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,0
262,1,0,1,0,/opt/ml/input/data/train/images/000046_male_Asian_55/mask3.jpg,0
263,1,0,1,0,/opt/ml/input/data/train/images/000046_male_Asian_55/mask1.jpg,0
264,1,0,1,0,/opt/ml/input/data/train/images/000046_male_Asian_55/mask2.jpg,0
265,1,0,1,0,/opt/ml/input/data/train/images/000046_male_Asian_55/mask5.jpg,0
266,1,0,1,0,/opt/ml/input/data/train/images/000047_male_Asian_58/mask4.jpg,0
267,13,0,1,2,/opt/ml/input/data/train/images/000047_male_Asian_58/normal.jpg,0
268,7,0,1,1,/opt/ml/input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,0
269,1,0,1,0,/opt/ml/input/data/train/images/000047_male_Asian_58/mask3.jpg,0
270,1,0,1,0,/opt/ml/input/data/train/images/000047_male_Asian_58/mask1.jpg,0
271,1,0,1,0,/opt/ml/input/data/train/images/000047_male_Asian_58/mask2.jpg,0
272,1,0,1,0,/opt/ml/input/data/train/images/000047_male_Asian_58/mask5.jpg,0
273,4,1,1,0,/opt/ml/input/data/train/images/000048_female_Asian_57/mask4.jpg,0
274,16,1,1,2,/opt/ml/input/data/train/images/000048_female_Asian_57/normal.jpg,0
275,10,1,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,0
276,4,1,1,0,/opt/ml/input/data/train/images/000048_female_Asian_57/mask3.jpg,0
277,4,1,1,0,/opt/ml/input/data/train/images/000048_female_Asian_57/mask1.jpg,0
278,4,1,1,0,/opt/ml/input/data/train/images/000048_female_Asian_57/mask2.jpg,0
279,4,1,1,0,/opt/ml/input/data/train/images/000048_female_Asian_57/mask5.jpg,0
280,4,1,1,0,/opt/ml/input/data/train/images/000062_female_Asian_55/mask4.jpg,0
281,16,1,1,2,/opt/ml/input/data/train/images/000062_female_Asian_55/normal.jpg,0
282,10,1,1,1,/opt/ml/input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,0
283,4,1,1,0,/opt/ml/input/data/train/images/000062_female_Asian_55/mask3.jpg,0
284,4,1,1,0,/opt/ml/input/data/train/images/000062_female_Asian_55/mask1.jpg,0
285,4,1,1,0,/opt/ml/input/data/train/images/000062_female_Asian_55/mask2.jpg,0
286,4,1,1,0,/opt/ml/input/data/train/images/000062_female_Asian_55/mask5.jpg,0
287,1,0,1,0,/opt/ml/input/data/train/images/000064_male_Asian_59/mask4.jpg,0
288,13,0,1,2,/opt/ml/input/data/train/images/000064_male_Asian_59/normal.jpg,0
289,7,0,1,1,/opt/ml/input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,0
290,1,0,1,0,/opt/ml/input/data/train/images/000064_male_Asian_59/mask3.jpg,0
291,1,0,1,0,/opt/ml/input/data/train/images/000064_male_Asian_59/mask1.jpg,0
292,1,0,1,0,/opt/ml/input/data/train/images/000064_male_Asian_59/mask2.jpg,0
293,1,0,1,0,/opt/ml/input/data/train/images/000064_male_Asian_59/mask5.jpg,0
294,4,1,1,0,/opt/ml/input/data/train/images/000066_female_Asian_53/mask4.jpg,0
295,16,1,1,2,/opt/ml/input/data/train/images/000066_female_Asian_53/normal.jpg,0
296,10,1,1,1,/opt/ml/input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,0
297,4,1,1,0,/opt/ml/input/data/train/images/000066_female_Asian_53/mask3.jpg,0
298,4,1,1,0,/opt/ml/input/data/train/images/000066_female_Asian_53/mask1.jpg,0
299,4,1,1,0,/opt/ml/input/data/train/images/000066_female_Asian_53/mask2.jpg,0
